
"INSTRMNT_TYPE","ISIN","SHRT_NAME","REINVESTMENT_OPTION","DIVIDEND_PERIODICITY"
"Collective Investment","GB00B58VQH84","SCHRODER UNIT TST TOKYO Z INC","Distribution","Year"
"Collective Investment","GB00B02F8C02","BROOKS MACDONALD HIGH GROWTH STRATEGY INC","Distribution","Year"
"Collective Investment","GB00B73PWF95","SCHRODER UT STRAT BOND L INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU0776330572","JPMORGAN ASSET MGM EMERGING MARKETS OPPORTUNITIES A INC GBP","Distribution","Year"
"Collective Investment","GB00BDGNF314","ABRDN STERLING SHORT DATED CORPORATE BOND A INC","Distribution","Quarter"
"Collective Investment","IE0031279510","RUSSELL INVEST CO GLOBAL BOND I INC","Distribution","Quarter"
"Collective Investment","GB00BWK26899","ABERDEEN ASI EUROPEAN REAL ESTATE SHARE I INC","Distribution","Bi_Annual"
"Collective Investment","GB0008449075","EDENTREE INV MGMT AMITY INTERNATIONAL B INC","Distribution","Quarter"
"Collective Investment","GB0030816606","BAILLIE GIFFORD HIGH YIELD BOND A INC GBP","Distribution","Quarter"
"Collective Investment","LU0119095668","JPMORGAN ASSET MGM EUROPE TECHNOLOGY A GBP DIS","Distribution","Year"
"Collective Investment","IE00B1Z6D008","NATIXIS INTL FUNDS LMS MULSCTR INC S D INC NAV","Distribution","Quarter"
"Collective Investment","LU2407588818","FRANKLIN TEMPLETON GLOBAL SUKUK FUND W INC","Distribution","Bi_Annual"
"Collective Investment","GB00BHBX8P70","JUPITER UK MID CAP U2 INC GBP","Distribution","Year"
"Collective Investment","GB0031744963","SCOTTISH WIDOWS UT MGR UK EQUITY INCOME C INC NAV","Distribution","Bi_Annual"
"Collective Investment","IE00BFM0KR98","BARINGS GLOBAL SENIOR SECURED BOND G","Distribution","Year"
"Collective Investment","IE00B2R34T20","PIMCO GIS GLOBAL INVESTMENT GRADE CREDIT E USD INC","Distribution","Quarter"
"Collective Investment","LU0044958022","ALLIANCEBERNS LUX AMERICAN INC PFOLIO C USD","Distribution","Month"
"Collective Investment","IE00B296X360","AEGON INV HIGH YIELD GLOBAL BOND HEDGED B DIS EUR","Distribution","Quarter"
"Collective Investment","LU0449516656","HSBC GIF US EQUITY Y DIS USD","Distribution","Year"
"Collective Investment","GB00B9428D30","ES RIVER&MERCANTILE-GL. RECOVERY(B","Distribution","Bi_Annual"
"Collective Investment","GB00B6VG5Z81","WAY FM ELITE INCOME TRUST B INC USD","Distribution","Quarter"
"Collective Investment","GB00B3MZ2071","Royal London Index Linked Gilts B","Distribution","Bi_Annual"
"Collective Investment","HK0000288776","VALUE PARTNERS HIGH-DIV STOCKS FD A2 MDIS GBP HDG","Distribution","Month"
"Collective Investment","LU0808563000","MFS MERIDIAN FUNDS UK EQUITY I2 GBP","Distribution","Bi_Annual"
"Collective Investment","IE0033064597","Barings Global Bond A GBP","Distribution","Bi_Annual"
"Collective Investment","IE00B435PM67","J O HAMBRO CAP ASIA EX JAPAN A USD","Distribution","Year"
"Collective Investment","GB00B92V3267","FUND PARTNERS LTD REG HI INC C GBP","Distribution","Quarter"
"Collective Investment","LU2549521172","JPM EMERGING EUROPE EQUITY II A (DIST) - EUR","Distribution","Year"
"Collective Investment","IE00BYY7YT16","OPENWORLD PLC GLOBAL HIGH DIV EQTY I","Distribution","Quarter"
"Collective Investment","IE00B4XZ9Q84","POLAR CAPITAL GBL INSURANCE E DIS GBP","Distribution","Quarter"
"Collective Investment","GB00B3QWV961","WS IM Balanced Portfolio Fund A Inc","Distribution","Quarter"
"Collective Investment","GB0034243732","TROJAN O INC","Distribution","Bi_Annual"
"Collective Investment","GB00B2PSLJ84","BARING FM GERMAN GTH TRUST INC GBP","Distribution","Year"
"Collective Investment","GB00B29NG940","AXA GLOBAL HIGH YIELD FUND Z INC GROSS","Distribution","Quarter"
"Collective Investment","LU0218442688","MORGAN STANLEY EURO ST BD AX INC","Distribution","Quarter"
"Collective Investment","LU0246605835","ALLIANCE BERNSTEIN EMG MK DB PF USD","Distribution","Month"
"Collective Investment","GB00B3L7S735","ASI EUROPE EX UK INCOME EQUITY","Distribution","Quarter"
"Collective Investment","LU0532245122","FIDELITY FUNDS   US HIGH YIELD A MINCOME DIS","Distribution","Month"
"Collective Investment","GB00B2QN8M47","CAPITA FINANCIAL CF WAVERTON ALT II B INC","Distribution","Bi_Annual"
"Collective Investment","GB00BJFLM263","CAPITA FINANCIAL LINDSELL TRAIN UK EQUITY D","Distribution","Bi_Annual"
"Collective Investment","GB00BMMVFQ59","INVESTEC FUND MGRS SERIES II GLOBAL ENERGY I","Distribution","Year"
"Collective Investment","LU0936577302","FIL INV MGMT LUX EUROPEAN GROWTH Y EUR INC","Distribution","Year"
"Collective Investment","GB00BGHQ0T10","SMITH & WILLIAMSON SALTUS FIXED INCOME A INC","Distribution","Bi_Annual"
"Collective Investment","LU0286669428","FIDELITY ASIAN HIGH YIELD A MD USD","Distribution","Month"
"Collective Investment","GB00BZ01WP64","FTF  INV FDS RARE GL INFRA INC A GBP INC","Distribution","Quarter"
"Collective Investment","LU0300745725","FRANKLIN TEMP GBL TOTAL RTN A EUR","Distribution","Year"
"Collective Investment","GB00B3RJ9K34","JPMORGAN AM UK LTD UNCONSTRAINED BOND FUND A GROSS INC","Distribution","Quarter"
"Collective Investment","LU0432313244","ROBECO CAP GROWTH US PREM EQ IE GBP","Distribution","Year"
"Collective Investment","IE00B3DBRL03","J O HAMBRO CAP GBL SEL B DIS GBP","Distribution","Year"
"Collective Investment","LU0356780857","JPMORGAN ASSET MGM GLOBAL HIGH YIELD BOND A (M","Distribution","Month"
"Collective Investment","GB00B3FKKK57","AXA INVESTMENT MANAGERS UK ETHICAL DIS Z INC","Distribution","Bi_Annual"
"Collective Investment","GB00B83NTX72","QUILTER INVESTORS STRATEGIC BOND FUND","Distribution","Quarter"
"Collective Investment","LU0882574568","FIDELITY GLOBAL INC A MINCOME(G) DIS","Distribution","Month"
"Collective Investment","LU1235295968","FIL INV MGMT LUX ASIAN SPECIAL SITUATIONS W INC","Distribution","Year"
"Collective Investment","GB00B743CW91","FTF  INV FDS US EQUITY INC HGD X DIS NAV","Distribution","Quarter"
"Collective Investment","GB0008470253","LAZARD FUND MGRS MULTICAP UK INC INSTL INC","Distribution","Quarter"
"Collective Investment","LU1109706686","EASTSPRING INVEST US CORPORATE BD RGDM GBPH","Distribution","Month"
"Collective Investment","GB0031383390","ALLIANZ GBL INV UK GILT YIELD I INC NAV","Distribution","Bi_Annual"
"Collective Investment","LU0171278889","BLACKROCK (LUX) SA BGF EURO BND A1 USD","Distribution","Month"
"Collective Investment","GB0033772061","DIMENSIONAL FUNDS UK SMALL COS INC GBP","Distribution","Bi_Annual"
"Collective Investment","GB0033772178","DIMENSIONAL INTERNATIONAL VALUE FUND (INC SHARES) I GBP","Distribution","Bi_Annual"
"Collective Investment","GB0031007148","AXA INV MGRS UK LTD BIOTECH FUND INC","Distribution","Bi_Annual"
"Collective Investment","GB0033884684","THREADNEEDLE  STRAT BD RET GROSS INC NAV","Distribution","Month"
"Collective Investment","IE00BGQYPS02","WAVERTON INVESTMENT FUNDS EQUITY P INC NAV","Distribution","Bi_Annual"
"Collective Investment","LU1733224965","BLACKROCK (LUX) SA DYNAMIC HIGH INCOME A6 GBP","Distribution","Month"
"Collective Investment","IE00BJ3VGM63","GLG INVESTMENTS JAPAN COREALPHA EQTY HGD I INC","Distribution","Year"
"Collective Investment","LU1191063038","BLACKROCK (LUX) SA MANAGED IDX PTFS MODERATE D","Distribution","Quarter"
"Collective Investment","CH0011292395","PICTET FUNDS (CH) SHORT TERM MONEY MKT I DY","Distribution","Year"
"Collective Investment","GB00B1VV2K24","JUPITER UT EUROPEAN INCOME DIS GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B1W7HN79","INVESCO UK OPPORTUNITIES UK INC NO TRAIL","Distribution","Year"
"Collective Investment","GB00BP851R55","NEWTON MULTI-ASSET INCOME W INC","Distribution","Month"
"Collective Investment","GB00B8BH0R25","LIONTRUST UK EQUITY FUND X INC","Distribution","Bi_Annual"
"Collective Investment","LU0995124236","SCHRODER INTL SEL-STRAT.CR(C)H SV","Distribution","Bi_Annual"
"Collective Investment","GB00BWK27F30","ABERDEEN TARGET RETURN BOND FUND I GROSS INC","Distribution","Bi_Annual"
"Collective Investment","GB00B3YDJ200","SMITH & WILLIAMSON KENNOX STRAT VAL INSTL DIS","Distribution","Bi_Annual"
"Collective Investment","GB00B57S0V20","FIRST SEN.INV.ICVC-S.I.A.P.L.S.(B)","Distribution","Bi_Annual"
"Collective Investment","IE00B5BD4F58","WAVERTON INV FDS JOHIM STLGBD A INC","Distribution","Quarter"
"Collective Investment","LU0197230542","FIDELITY FUNDS   INDIA FOCUS A EUR DIS","Distribution","Year"
"Collective Investment","IE00B54L8Q54","GAM STAR FUND CRED OPPS GBP INSTL GBP INC","Distribution","Year"
"Collective Investment","IE00B9FC6494","LAZARD GLOBAL ACTI EMERGING MKTS EQTY S IN","Distribution","Bi_Annual"
"Collective Investment","GB00B60G8H29","PREMIER PORTFOLIO DIVERSIFIED B INC SHS","Distribution","Bi_Annual"
"Collective Investment","LU1379100800","BLACKROCK GLOBAL ASIA PACIFIC EQUITY INCOME D4G INC","Distribution","Year"
"Collective Investment","GB00B7JL3W55","M&G INVESTMENT MAN EPISODE INCOME R DIS","Distribution","Month"
"Collective Investment","GB00B70D5799","M&G INVESTMENT MAN EXTRA INCOME I DIS","Distribution","Quarter"
"Collective Investment","GB00B7454D07","M&G INV MGT MAN GILT&FXD INT I GBP","Distribution","Quarter"
"Collective Investment","GB00B8S7RG38","MARLBOROUGH FD MGR GLOBAL BOND B INC","Distribution","Bi_Annual"
"Collective Investment","GB00B74V6098","SVS SALTUS GLOBAL EQUITY I INC","Distribution","Year"
"Collective Investment","GB00B6XY7V09","JANUS HENDERSON STERLING BOND UNIT TRUST I INC","Distribution","Quarter"
"Collective Investment","GB00B7MQY793","AXA FRAMLINGTON MANAGED BALANCED FUND Z INCOME","Distribution","Year"
"Collective Investment","LU1408528302","BLACKROCK (LUX) SA EMERGING MKTS LOCAL CCY BON","Distribution","Month"
"Collective Investment","GB00B7SGDT88","THREADNEEDLE INV HIGH YIELD BOND Z GBP","Distribution","Month"
"Collective Investment","GB00B6WFCT77","ARTEMIS EUROPEAN SUSTAINABLE GROWTH FUND I INC","Distribution","Year"
"Collective Investment","GB00B6QMDC41","JUPITER UT MNGRS MERLIN INC PORTFOLIO I INC GBP","Distribution","Quarter"
"Collective Investment","LU0630378692","HSBC GIF AS PAC EXJAP EQ HI DIV","Distribution","Month"
"Collective Investment","GB00B80QGR26","HSBC INV FDS (UK) PACIFIC INDEX C INC NAV","Distribution","Year"
"Collective Investment","GB00B717KH50","SCHRODER UT STRATEGIC BD Z INC","Distribution","Bi_Annual"
"Collective Investment","IE00BDH6RR74","UTI GOLDFINCH FUND INDIA DYNAMIC EQTY RDR GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B93RZB66","SCHRODER UNIT TST EUROPEAN OPPS L INC","Distribution","Year"
"Collective Investment","LU0742537680","FIDELITY GLOBAL DIV A MINCOME(G) DIS","Distribution","Month"
"Collective Investment","GB00B7MQVP68","AXA INV MGRS UK LTD UK SELECT OPPS Z INC GBP","Distribution","Bi_Annual"
"Collective Investment","GB00B9D9Z904","SMITH & WILLIAMSON KENNOX STRAT VAL A INC","Distribution","Bi_Annual"
"Collective Investment","GB00B8N46178","INVESCO-GLOBAL EQUITY INC UK(Z)INC","Distribution","Bi_Annual"
"Collective Investment","LU0827875005","BLACKROCK GLOBAL ASIA PACIFIC EQUITY INCOME D5G INC","Distribution","Quarter"
"Collective Investment","GB00B8N44M49","INVESCO-EUROPEAN EQUITY INC UK(Z)INC","Distribution","Bi_Annual"
"Collective Investment","GB00B76K2R39","QUILTER INVESTORS STERLING DIVERSIFIED BOND FUND","Distribution","Month"
"Collective Investment","LU0828467430","JPMORGAN ASSET MGM US VALUE INC USD","Distribution","Year"
"Collective Investment","GB00B908BY75","MARLBOROUGH FD MGR MULTI CAP INCOME P INC NAV GBP","Distribution","Bi_Annual"
"Collective Investment","LU0827879098","BGF EUROPEAN FUND D4 DIS","Distribution","Year"
"Collective Investment","GB00BKDSHP49","NINETY ONE GLOBAL INCOME OPPORTUNITIES R INC","Distribution","Quarter"
"Collective Investment","IE000PU5HU16","NEW CAPITAL FIXED MATURITY BOND FUND 2028 A INC","Distribution","Bi_Annual"
"Collective Investment","IE00BDD48Y96","PGIM MULTI ASSET CREDIT HEDGED I INC","Distribution","Quarter"
"Collective Investment","GB0004792130","JUPITER UT UK GROWTH INC","Distribution","Bi_Annual"
"Collective Investment","GB00B4LHJT99","ASI MYFOLIO MONTHLY INCOME IV FUND INSTITUTIONAL INCOME","Distribution","Quarter"
"Collective Investment","GB00B77H7W31","RATHBONE UT UK OPPORTUNITIES I INC","Distribution","Bi_Annual"
"Collective Investment","GB00B032BM11","L&G GLOBAL EQUITY INDEX R","Distribution","Bi_Annual"
"Collective Investment","LU0209137206","JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A3Q USD","Distribution","Year"
"Collective Investment","GB00B848DD97","BLACKROCK FM LTD GLOBAL PROPERTY EQTY TRACKER D INC GBP","Distribution","Bi_Annual"
"Collective Investment","LU0837973808","ABERDEEN STD SERV EM MKT LO CU X1 USD DIS NAV","Distribution","Month"
"Collective Investment","GB00B756CL64","FTF INV FDS INCOME OPTIMISER A INC NAV","Distribution","Quarter"
"Collective Investment","GB0030030398","LIONTRUST ASS SUST FUTURE MGD 2 NET INC","Distribution","Bi_Annual"
"Collective Investment","GB00B00ZJX05","ABERDEEN STD FD MG GLOBAL IDX LKD BD INSTL INC","Distribution","Quarter"
"Collective Investment","GB00B1W7HL55","INVESCO UIK EQUITY INCOME FUND(UK) INCOME (NO TRAIL) SHARES","Distribution","Bi_Annual"
"Collective Investment","GB00B2RBBC80","JUPITER UT STRATEGIC BOND GBP","Distribution","Quarter"
"Collective Investment","IE00B2496206","AEGON HIGH YIELD GLOBAL BOND FUND CLS A USD INC","Distribution","Quarter"
"Collective Investment","GB00BGP6KZ93","JPMORGAN MULTI ASSET INCOME MTHLY A","Distribution","Month"
"Collective Investment","GB00BP46GD34","HENDERSON INVESTMENT UK PROPERTY OEIC A NET INC SUSP","Distribution","Quarter"
"Collective Investment","LU0699433495","ROBECO LUX SA US LARGE CAP EQ IE","Distribution","Year"
"Collective Investment","IE00B6T14X63","BARCLAYS MULTI-MGR GLOBALACCESS GBL EQTY INC M","Distribution","Quarter"
"Collective Investment","GB00B6VTPZ79","M&G INV MAN STRATEGIC CORPORATE BOND I INC GBP","Distribution","Quarter"
"Collective Investment","GB0000804335","BARING FD MNGRS BARINGS EURP GTH TRUST A INC","Distribution","Year"
"Collective Investment","LU0782386584","UBAM SICAV GBL HIGH YIELD SOLUTION AHD INC","Distribution","Year"
"Collective Investment","IE00BTJRN616","COUTTS MULTI ASSET GLOBAL DEFENSIVE C GBP DIS","Distribution","Bi_Annual"
"Collective Investment","LU0936576593","FIDELITY EMERGING MARKETS Y INC","Distribution","Year"
"Collective Investment","GB0004330824","ABRDN UK HIGH INCOME EQUITY RETAIL INC","Distribution","Bi_Annual"
"Collective Investment","GB0003895496","PREMIER MITON CORPORATE BOND MONTHLY INCOME C INC","Distribution","Month"
"Collective Investment","GB0002365608","CT EMERGING MARKET BOND FUND RETAIL INCOME GBP","Distribution","Bi_Annual"
"Collective Investment","GB0003840617","JUPITER UT NORTH AMERICAN INCOME","Distribution","Bi_Annual"
"Collective Investment","GB0032211103","CAVENDISH UN MNGRS OPPORTUNITIES B INCOME SHS","Distribution","Bi_Annual"
"Collective Investment","LU0870259263","MFS MERIDIAN FUNDS EMERGING MKTS DEBT N2","Distribution","Month"
"Collective Investment","IE00BFG1R668","DIMENSIONAL GBL SHT TERM INV GRADE FXD","Distribution","Bi_Annual"
"Collective Investment","GB0032312612","SCHRODER CORE UK EQUITY Z INCOME FD","Distribution","Bi_Annual"
"Collective Investment","GB0031383952","ALLIANZ UK LISTED EQUITY INCOME A INC","Distribution","Bi_Annual"
"Collective Investment","GB0033771659","DIMENSIONAL FDS UK VALUE INC NAV GBP","Distribution","Bi_Annual"
"Collective Investment","LU0238203821","FIDELITY FD EMG MKT DEBT FD INC EUR","Distribution","Year"
"Collective Investment","LU0223989970","BLUEBAY FM INV GRADE BOND D QIDIV DIS GBP","Distribution","Quarter"
"Collective Investment","LU0817816720","CAPITAL GROUP GLOBAL HIGH INCOME OPPS ZD","Distribution","Quarter"
"Collective Investment","IE00B906DN45","LEGG MASON GBL FDBRANDYWINE GBL INC OPTIMISE","Distribution","Month"
"Collective Investment","GB00B828PQ84","CT(UK)V RESPONSIBLE GLOBAL EQUITY SC2 INC","Distribution","Bi_Annual"
"Collective Investment","GB00B8HMC861","BNY MELLON FUND MANAGERS LIMITED NEWTON EMG INCOME W NET INSTL INC NAV","Distribution","Month"
"Collective Investment","LU1706112411","T. ROWE US HIGH YIELD BOND AX INC","Distribution","Month"
"Collective Investment","LU1282649067","ALLIANZ ASIAN MUKLTI INCOME PLUS AMG INC","Distribution","Month"
"Collective Investment","GB00BKPX3N71","JUPITER GLOBAL SUSTAINABLE EQUITIES FUND L-CLASS INC","Distribution","Year"
"Collective Investment","IE00B9MC5R88","DIMENSIONAL WORLD ALLOCATION 60/40 FUND EUR INC","Distribution","Year"
"Collective Investment","HK0000084514","JPMORGAN FUNDS MULTI INCOME USD NAV (NOT FOR EEA/SWISS CLIENTS)","Distribution","Month"
"Collective Investment","GB0006572464","ARTEMIS INCOME FUND CLASS R DIST UNITS INCOME UNITS","Distribution","Bi_Annual"
"Collective Investment","GB0031289100","M&G SECURITIES LTD RECOVERY A INC GBP","Distribution","Month"
"Collective Investment","GB0031682627","ABRDN GLOBAL EQUITY A INC","Distribution","Bi_Annual"
"Collective Investment","IE00B0689H75","SEI INVS EUROPE LTD GLOB MASTER PACIFIC BA EX JAP WTH A INC GBP","Distribution","Quarter"
"Collective Investment","LU1388735877","JUPITER ASSET (BER) ASIA PACIFIC INCOME D USD Q INC","Distribution","Quarter"
"Collective Investment","LU0553824680","BARCLAYS MULTIMANAGER PORTFOLIO 2 CLASS R INC","Distribution","Quarter"
"Collective Investment","LU0557294096","BLACKROCK GBL FDS GBL EQ INC A5G GBP","Distribution","Quarter"
"Collective Investment","IE00B3TGGL29","DIMENSIONAL FDS GBL SM COS DIS GBP","Distribution","Bi_Annual"
"Collective Investment","LU0712206050","JPMORGAN ASSET MGM ASEAN EQUITY B DIS GBP","Distribution","Year"
"Collective Investment","GB00B7BZB324","MI POLEN CAPITAL ASIA INCOME FUND I INCOME GBP","Distribution","Quarter"
"Collective Investment","GB00BJZ2ZK82","SCHRODER UNIT TST STRATEGIC CREDIT Z INC","Distribution","Bi_Annual"
"Collective Investment","GB00B6VBM074","FTF FRANKLIN UK RISING DIVIDENDS FUND","Distribution","Quarter"
"Collective Investment","LU0616879127","GOLDMAN SACHS GLOBAL HIGH YIELD PTF BASE","Distribution","Month"
"Collective Investment","LU1560771351","HSBC INV FD LUX SA INDIA FXD INC AM3O DIS","Distribution","Month"
"Collective Investment","LU1854149496","M&G (LUX) GLOBAL FLOATING RATE HIGH YIELD CH INC","Distribution","Quarter"
"Collective Investment","LU0412230061","NINETY ONE GSF INVESTMENT GRADE CORPORATE BOND A INC£HDG","Distribution","Quarter"
"Collective Investment","LU2191242952","SCHRODER INV MGMT GLOBAL ENERGY TRANSITION C INC","Distribution","Year"
"Collective Investment","LU0048581077","FIDELITY FD IBERIA A DIS NAV EUR","Distribution","Year"
